LCE6A	IPR031716
RCAN3	IPR006931
RCAN3	IPR034923
PTBP2	IPR035002
PTBP2	IPR034799
PTBP2	IPR034798
PTBP2	IPR034800
PTBP2	IPR006536
PTBP2	IPR000504
FBXW11	IPR001810
FBXW11	IPR020472
FBXW11	IPR017986
FBXW11	IPR001680
FBXW11	IPR015943
FBXW11	IPR019775
FBXW11	IPR021977
AJAP1	IPR029198
FBXL2	IPR032675
FBXL2	IPR001810
FBXL2	IPR006553
FBXL2	IPR001611
GMEB2	IPR000770
GMEB2	IPR010919
GMEB2	IPR024830
MRTO4	IPR033867
MRTO4	IPR001790
TNIK	IPR001180
TNIK	IPR017441
TNIK	IPR008271
TNIK	IPR011009
TNIK	IPR000719
ADAM30	IPR000742
ADAM30	IPR002870
ADAM30	IPR006586
ADAM30	IPR024079
ADAM30	IPR001762
ADAM30	IPR018358
ADAM30	IPR034027
ADAM30	IPR013032
ADAM30	IPR001590
CPSF3	IPR001279
CPSF3	IPR022712
CPSF3	IPR011108
CPSF3	IPR021718
PITPNC1	IPR023393
PITPNC1	IPR001666
APPL1	IPR027267
APPL1	IPR001849
APPL1	IPR011993
APPL1	IPR006020
SLC13A4	IPR001898
CROT	IPR000542
ERVK-9	IPR029104
ERVK-9	IPR000328
CDC42EP3	IPR029273
CDC42EP3	IPR000095
VPREB3	IPR003599
VPREB3	IPR007110
VPREB3	IPR013783
VPREB3	IPR013106
TLK1	IPR017441
TLK1	IPR008271
TLK1	IPR011009
TLK1	IPR000719
POU2F3	IPR000972
POU2F3	IPR013847
POU2F3	IPR000327
POU2F3	IPR009057
POU2F3	IPR017970
POU2F3	IPR001356
POU2F3	IPR010982
PILRB	IPR003599
PILRB	IPR007110
PILRB	IPR013783
PILRB	IPR013106
PILRA	IPR003599
PILRA	IPR007110
PILRA	IPR013783
PILRA	IPR013106
GPATCH8	IPR013087
GPATCH8	IPR022755
GPATCH8	IPR000467
CHIC2	IPR019383
NXT1	IPR002075
NXT1	IPR018222
NXT1	IPR032710
RCOR1	IPR009057
RCOR1	IPR001005
RCOR1	IPR017884
RCOR1	IPR000949
OR52A1	IPR017452
OR52A1	IPR000276
OR52A1	IPR000725
CASP8AP	IPR009057
GJD2	IPR017990
GJD2	IPR019570
GJD2	IPR013092
GJD2	IPR002260
GJD2	IPR000500
PCTP	IPR002913
PCTP	IPR023393
MAN1B1	IPR001382
RALY	IPR017347
RALY	IPR000504
RALY	IPR034502
MUC12	IPR000082
MUC12	IPR013032
PRDM4	IPR001214
PRDM4	IPR017124
PRDM4	IPR013087
MYO15A	IPR000857
MYO15A	IPR019749
MYO15A	IPR000048
MYO15A	IPR019748
MYO15A	IPR014352
MYO15A	IPR001452
MYO15A	IPR011511
MYO15A	IPR011993
MYO15A	IPR001609
MYO15A	IPR027417
MYO15A	IPR000299
GTF3C4	IPR024761
GTF3C4	IPR024764
GTF3C4	IPR015943
GTF3C4	IPR017986
ITGB1BP2	IPR007051
ITGB1BP2	IPR007052
ITGB1BP2	IPR008978
UTS2R	IPR017452
UTS2R	IPR000276
UTS2R	IPR000670
KLK9	IPR033116
KLK9	IPR009003
KLK9	IPR001254
KLK9	IPR001314
KLK9	IPR018114
KLK12	IPR033116
KLK12	IPR009003
KLK12	IPR001254
KLK12	IPR001314
KLK12	IPR018114
KLK13	IPR033116
KLK13	IPR009003
KLK13	IPR001254
KLK13	IPR001314
KLK13	IPR018114
C14orf1	IPR005352
TSPAN16	IPR000301
TSPAN16	IPR018499
TSPAN16	IPR008952
PACSIN3	IPR028523
PACSIN3	IPR031160
PACSIN3	IPR027267
PACSIN3	IPR001060
PACSIN3	IPR001452
IKZF2	IPR013087
IKZF2	IPR013083
FBXO5	IPR001810
FBXO4	IPR001810
FBXL21	IPR032675
FBXL21	IPR001810
FBXW2	IPR001810
FBXW2	IPR020472
FBXW2	IPR017986
FBXW2	IPR001680
FBXW2	IPR015943
FBXW2	IPR019775
IKZF3	IPR013087
IKZF3	IPR013083
TRHDE	IPR034016
TRHDE	IPR001930
TRHDE	IPR014782
TRHDE	IPR024571
TRHDE	IPR015570
HDAC9	IPR023801
HDAC9	IPR024643
HDAC9	IPR000286
HDAC9	IPR017320
VAV3	IPR002219
VAV3	IPR001452
VAV3	IPR000219
VAV3	IPR000980
VAV3	IPR001715
VAV3	IPR011511
VAV3	IPR001849
VAV3	IPR011993
VAV3	IPR001331
VAV3	IPR022613
VAV3	IPR003096
ELF5	IPR011991
ELF5	IPR003118
ELF5	IPR013761
ELF5	IPR000418
ELF5	IPR033069
MYH2	IPR027417
MYH2	IPR002928
MYH2	IPR001609
MYH2	IPR000048
MYH2	IPR004009
MYH13	IPR027417
MYH13	IPR002928
MYH13	IPR001609
MYH13	IPR000048
MYH13	IPR004009
ITGA11	IPR002035
ITGA11	IPR013519
ITGA11	IPR013517
ITGA11	IPR013649
ITGA11	IPR000413
ITGA11	IPR032695
NUP50	IPR011993
NUP50	IPR000156
NUP50	IPR015007
PRND	IPR021566
PRND	IPR022416
ZHX1	IPR009057
ZHX1	IPR001356
ZHX1	IPR024578
ZHX1	IPR013087
CES1P1	IPR019819
CES1P1	IPR029058
CES1P1	IPR002018
POMT2	IPR027005
POMT2	IPR016093
POMT2	IPR003342
POMT2	IPR032421
CDV3	IPR026806
CNOT11	IPR019312
TENM1	IPR006530
TENM1	IPR009471
TENM1	IPR011042
TENM1	IPR000742
TENM1	IPR013032
TENM1	IPR027688
TENM1	IPR028916
PCOLCE2	IPR018933
PCOLCE2	IPR000859
PCOLCE2	IPR001134
PCOLCE2	IPR008993
DSE	IPR032518
DSE	IPR008929
SARDH	IPR006076
SARDH	IPR032503
SARDH	IPR023753
SARDH	IPR029043
SARDH	IPR013977
SARDH	IPR006222
BAG5	IPR003103
CFAP45	IPR033253
TBX21	IPR001699
TBX21	IPR018186
TBX21	IPR008967
AGO1	IPR032472
AGO1	IPR032473
AGO1	IPR032474
AGO1	IPR014811
AGO1	IPR003165
AGO1	IPR003100
AGO1	IPR012337
RARRES3	IPR033210
RARRES3	IPR007053
RAB21	IPR005225
RAB21	IPR027417
RAB21	IPR001806
RAB22A	IPR005225
RAB22A	IPR027417
RAB22A	IPR001806
TRAPPC2L	IPR011012
TRAPPC2L	IPR006722
ZNF236	IPR013087
ZNF236	IPR013083
ZNF346	IPR013087
ZNF346	IPR003604
PNMA3	IPR001878
PNMA3	IPR026529
PNMA3	IPR026523
PNMA2	IPR026525
PNMA2	IPR026523
BLOC1S6	IPR028119
BLOC1S6	IPR017242
PSME2	IPR003186
PSME2	IPR009077
PSME2	IPR003185
TCFL5	IPR011598
HCN2	IPR005821
HCN2	IPR014710
HCN2	IPR003938
HCN2	IPR018488
HCN2	IPR018490
HCN2	IPR013621
HCN2	IPR000595
TMPRSS11E	IPR001254
TMPRSS11E	IPR000082
TMPRSS11E	IPR017329
TMPRSS11E	IPR009003
TMPRSS11E	IPR001314
TMPRSS11E	IPR033116
TMPRSS11E	IPR018114
TAOK2	IPR017441
TAOK2	IPR008271
TAOK2	IPR011009
TAOK2	IPR000719
ZNF215	IPR001909
ZNF215	IPR008916
ZNF215	IPR003309
ZNF215	IPR027775
ZNF215	IPR013087
ZNF214	IPR001909
ZNF214	IPR013083
ZNF214	IPR013087
TRPC5	IPR005821
TRPC5	IPR002110
TRPC5	IPR004729
TRPC5	IPR020683
TRPC5	IPR005461
TRPC5	IPR013555
TRPC5	IPR002153
MKLN1	IPR006594
MKLN1	IPR008979
MKLN1	IPR006595
MKLN1	IPR011043
MKLN1	IPR015916
MKLN1	IPR015915
MKLN1	IPR010565
MKLN1	IPR006652
MYT1L	IPR013681
MYT1L	IPR002515
DNPEP	IPR001948
NRXN1	IPR000152
NRXN1	IPR000742
NRXN1	IPR029824
NRXN1	IPR027789
NRXN1	IPR003585
NRXN1	IPR013320
NRXN1	IPR001791
CDH9	IPR027397
CDH9	IPR002126
CDH9	IPR020894
CDH9	IPR015919
CDH9	IPR000233
CDH7	IPR027397
CDH7	IPR002126
CDH7	IPR020894
CDH7	IPR015919
CDH7	IPR000233
EMCN	IPR010740
RAB23	IPR001806
RAB23	IPR005225
RAB23	IPR027417
RAB23	IPR034114
MCTS1	IPR002478
MCTS1	IPR015947
MCTS1	IPR016437
MCTS1	IPR004521
PADI1	IPR008972
PADI1	IPR013732
PADI1	IPR013733
PADI1	IPR013530
PADI1	IPR004303
ZDHHC8	IPR030291
ZDHHC8	IPR001594
MTUS1	IPR029786
BRPF3	IPR001487
BRPF3	IPR019787
BRPF3	IPR034732
BRPF3	IPR019542
BRPF3	IPR000313
BRPF3	IPR011011
BRPF3	IPR013083
BRPF3	IPR018359
BRPF3	IPR001965
BRPF3	IPR019786
ZNF777	IPR022137
ZNF777	IPR013083
ZNF777	IPR013087
ZNF777	IPR001909
INTU	IPR001478
KCNH3	IPR005821
KCNH3	IPR014710
KCNH3	IPR003938
KCNH3	IPR000700
KCNH3	IPR001610
KCNH3	IPR003950
KCNH3	IPR000014
KCNH3	IPR018490
KCNH3	IPR000595
ZNF608	IPR013087
WWC3	IPR000008
DENND2A	IPR005113
DENND2A	IPR005112
DENND2A	IPR001194
FAM184B	IPR029605
FAM184B	IPR029606
SLC39A10	IPR003689
INO80	IPR000330
INO80	IPR031047
INO80	IPR001650
INO80	IPR014001
INO80	IPR020838
INO80	IPR027417
KIAA1257	IPR027876
CCPG1	IPR033588
KIDINS220	IPR011646
KIDINS220	IPR002110
KIDINS220	IPR013761
KIDINS220	IPR020683
LRFN2	IPR003599
LRFN2	IPR007110
LRFN2	IPR013783
LRFN2	IPR013098
LRFN2	IPR003598
LRFN2	IPR003591
LRFN2	IPR003961
LRFN2	IPR032675
LRFN2	IPR001611
LRFN2	IPR000483
MKL2	IPR004018
MKL2	IPR003034
ATAD2B	IPR001487
ATAD2B	IPR003960
ATAD2B	IPR003593
ATAD2B	IPR018359
ATAD2B	IPR003959
ATAD2B	IPR027417
NWD2	IPR017986
NWD2	IPR001680
NWD2	IPR015943
NWD2	IPR019775
NWD2	IPR025139
NWD2	IPR027417
RIMKLB	IPR011761
RIMKLB	IPR013815
RIMKLB	IPR013651
RIMKLB	IPR004666
HEG1	IPR028720
HEG1	IPR000152
HEG1	IPR018097
HEG1	IPR000742
HEG1	IPR001881
HEG1	IPR013032
KIF26A	IPR001752
KIF26A	IPR027417
ODF2L	IPR026099
ODF2L	IPR026102
ZBTB21	IPR011333
ZBTB21	IPR013087
ZBTB21	IPR000210
ANKRD50	IPR002110
ANKRD50	IPR020683
PPP1R9A	IPR001478
PPP1R9A	IPR029994
PPP1R9A	IPR013761
PPP1R9A	IPR001660
ATXN7L1	IPR013243
MED23	IPR021629
VANGL2	IPR009539
RNF150	IPR001841
RNF150	IPR003137
RNF150	IPR013083
KIAA1210	IPR028030
PLEKHG1	IPR001849
PLEKHG1	IPR011993
PLEKHG1	IPR000219
PLXNB3	IPR002909
PLXNB3	IPR013783
PLXNB3	IPR015943
PLXNB3	IPR031148
PLXNB3	IPR008936
PLXNB3	IPR016201
PLXNB3	IPR014756
PLXNB3	IPR002165
PLXNB3	IPR013548
PLXNB3	IPR001627
PRR12	IPR025451
SHROOM4	IPR001478
SHROOM4	IPR027687
SHROOM4	IPR027685
SHROOM4	IPR014799
PLEKHH1	IPR000857
PLEKHH1	IPR019749
PLEKHH1	IPR019748
PLEKHH1	IPR014352
PLEKHH1	IPR001849
PLEKHH1	IPR011993
PLEKHH1	IPR000299
ZNF490	IPR001909
ZNF490	IPR013087
YEATS2	IPR005033
CNOT6	IPR005135
CNOT6	IPR032675
CNOT6	IPR003591
CNOT6	IPR034966
CNOT6	IPR001611
PNMAL2	IPR026523
NDRG4	IPR004142
NDRG4	IPR029058
NDRG4	IPR030695
TBC1D24	IPR000195
TBC1D24	IPR006571
STRIP2	IPR021819
STRIP2	IPR012486
TPCN1	IPR028801
TPCN1	IPR005821
ISY1	IPR009360
PPM1H	IPR001932
PPM1H	IPR015655
PAIP2B	IPR009818
TMCC3	IPR019394
KCNS2	IPR003968
KCNS2	IPR011333
KCNS2	IPR005821
KCNS2	IPR028325
KCNS2	IPR003131
KCNS2	IPR000210
KCNS2	IPR003971
TTC7A	IPR013026
TTC7A	IPR019734
TTC7A	IPR011990
TTC7A	IPR026900
ZNRF3	IPR001841
ZNRF3	IPR013083
HECTD1	IPR002110
HECTD1	IPR016024
HECTD1	IPR012919
HECTD1	IPR011989
HECTD1	IPR020683
HECTD1	IPR010606
HECTD1	IPR008979
HECTD1	IPR000569
ZMYND8	IPR001487
ZMYND8	IPR019787
ZMYND8	IPR019786
ZMYND8	IPR000313
ZMYND8	IPR011011
ZMYND8	IPR013083
ZMYND8	IPR002893
ZMYND8	IPR001965
ZMYND8	IPR021931
CADPS	IPR010439
CADPS	IPR001849
CADPS	IPR011993
CADPS	IPR000008
CADPS	IPR014770
CADPS	IPR033227
MYO5B	IPR002710
MYO5B	IPR001609
MYO5B	IPR000048
MYO5B	IPR027417
FZD4	IPR020067
FZD4	IPR017981
FZD4	IPR000539
FZD4	IPR015526
FZD4	IPR026551
CIZ1	IPR013087
CIZ1	IPR003604
CIZ1	IPR015943
CIZ1	IPR022755
CIZ1	IPR000690
CIZ1	IPR026811
CORO1C	IPR015048
CORO1C	IPR017986
CORO1C	IPR001680
CORO1C	IPR015943
CORO1C	IPR019775
CORO1C	IPR015505
CORO1C	IPR011042
CORO1C	IPR027333
HSF4	IPR027723
HSF4	IPR027725
HSF4	IPR000232
HSF4	IPR011991
CBLC	IPR017907
CBLC	IPR000980
CBLC	IPR013083
CBLC	IPR024159
CBLC	IPR011992
CBLC	IPR014741
CBLC	IPR014742
CBLC	IPR003153
CBLC	IPR001841
CBLC	IPR024162
TPX2	IPR009675
TPX2	IPR027330
TPX2	IPR027329
TPX2	IPR015128
FZD10	IPR020067
FZD10	IPR017981
FZD10	IPR000539
FZD10	IPR015526
FZD10	IPR026549
RAB26	IPR005225
RAB26	IPR027417
RAB26	IPR001806
NAP1L2	IPR002164
PADI3	IPR008972
PADI3	IPR013732
PADI3	IPR013733
PADI3	IPR013530
PADI3	IPR004303
NOB1	IPR033461
NOB1	IPR029060
NOB1	IPR014881
NOB1	IPR002716
NOB1	IPR033411
NOB1	IPR017117
RNF112	IPR018957
RNF112	IPR015894
RNF112	IPR013083
RNF112	IPR030386
RNF112	IPR001841
RNF112	IPR027417
CA14	IPR023561
CA14	IPR001148
CA14	IPR018431
MAFF	IPR004826
MAFF	IPR004827
MAFF	IPR008917
MAFF	IPR033531
MAFF	IPR024874
CLEC4E	IPR033989
CLEC4E	IPR016186
CLEC4E	IPR001304
CLEC4E	IPR016187
STAP1	IPR000980
STAP1	IPR001849
STAP1	IPR011993
PYCARD	IPR033516
PYCARD	IPR004020
PYCARD	IPR001315
PYCARD	IPR011029
MMP17	IPR018487
MMP17	IPR000585
MMP17	IPR033739
MMP17	IPR021190
MMP17	IPR028726
MMP17	IPR001818
MMP17	IPR002477
MMP17	IPR024079
MMP17	IPR006026
TMCO1	IPR002809
TMCO1	IPR008559
SLC7A7	IPR002293
PADI4	IPR008972
PADI4	IPR013732
PADI4	IPR013733
PADI4	IPR013530
PADI4	IPR004303
FZR1	IPR017986
FZR1	IPR001680
FZR1	IPR015943
FZR1	IPR019775
FZR1	IPR024977
FZR1	IPR033010
HPCAL4	IPR002048
HPCAL4	IPR018247
HPCAL4	IPR029534
HPCAL4	IPR011992
MGAT4A	IPR006759
EPDR1	IPR018224
EPDR1	IPR001299
HHLA2	IPR003599
HHLA2	IPR007110
HHLA2	IPR013783
HHLA2	IPR003597
HHLA2	IPR013106
NOTCH3	IPR011656
NOTCH3	IPR000152
NOTCH3	IPR002110
NOTCH3	IPR018097
NOTCH3	IPR009030
NOTCH3	IPR000800
NOTCH3	IPR020683
NOTCH3	IPR008297
NOTCH3	IPR000742
NOTCH3	IPR022331
NOTCH3	IPR001881
NOTCH3	IPR013032
NOTCH3	IPR024600
NOTCH3	IPR010660
MYO6	IPR001609
MYO6	IPR032412
MYO6	IPR027417
PLAGL1	IPR013087
PLAGL1	IPR027770
PLAGL1	IPR013083
PLAGL1	IPR027775
ALK	IPR017441
ALK	IPR000998
ALK	IPR011009
ALK	IPR002011
ALK	IPR000719
ALK	IPR008266
ALK	IPR001245
ALK	IPR013320
ALK	IPR026830
ALK	IPR002172
ALK	IPR020635
SPATA2	IPR029744
ICAM5	IPR003599
ICAM5	IPR003987
ICAM5	IPR013783
ICAM5	IPR013768
ICAM5	IPR003598
ICAM5	IPR007110
ICAM5	IPR003988
KMT2B	IPR016569
KMT2B	IPR019787
KMT2B	IPR034732
KMT2B	IPR003889
KMT2B	IPR003888
KMT2B	IPR011011
KMT2B	IPR003616
KMT2B	IPR013083
KMT2B	IPR001214
KMT2B	IPR001965
KMT2B	IPR002857
BARX2	IPR020479
BARX2	IPR009057
BARX2	IPR017970
BARX2	IPR001356
BARX2	IPR000047
CAPN11	IPR022684
CAPN11	IPR000169
CAPN11	IPR018247
CAPN11	IPR033883
CAPN11	IPR022682
CAPN11	IPR022683
CAPN11	IPR001300
CAPN11	IPR011992
CAPN11	IPR002048
DDX19B	IPR011545
DDX19B	IPR014014
DDX19B	IPR001650
DDX19B	IPR027417
DDX19B	IPR014001
TBX20	IPR001699
TBX20	IPR018186
TBX20	IPR008967
PPT2	IPR030295
PPT2	IPR002472
PPT2	IPR029058
CLEC4A	IPR033989
CLEC4A	IPR016187
CLEC4A	IPR016186
CLEC4A	IPR001304
CLEC4A	IPR018378
NFU1	IPR017065
NFU1	IPR014824
NFU1	IPR001075
PRPF19	IPR020472
PRPF19	IPR017986
PRPF19	IPR001680
PRPF19	IPR003613
PRPF19	IPR000772
PRPF19	IPR013083
PRPF19	IPR015943
PRPF19	IPR019775
PRPF19	IPR013915
PHTF1	IPR021980
SYNPO2	IPR001478
USP18	IPR018200
USP18	IPR001394
USP18	IPR028889
UBQLN1	IPR006636
UBQLN1	IPR009060
UBQLN1	IPR029071
UBQLN1	IPR000626
UBQLN1	IPR015940
UBQLN1	IPR015496
OAZ3	IPR016181
OAZ3	IPR029913
OAZ3	IPR002993
BOK	IPR026309
BOK	IPR026298
BOK	IPR002475
NENF	IPR001199
GUCA1B	IPR002048
GUCA1B	IPR018247
GUCA1B	IPR011992
GUCA1B	IPR015756
SLC45A2	IPR020846
NOL7	IPR012579
SNX12	IPR001683
SYNRG	IPR011992
SYNRG	IPR000261
PTPRQ	IPR016130
PTPRQ	IPR013783
PTPRQ	IPR029021
PTPRQ	IPR003961
PTPRQ	IPR003595
PTPRQ	IPR000387
PTPRQ	IPR033045
PTPRQ	IPR000242
DAPP1	IPR000980
DAPP1	IPR001849
DAPP1	IPR011993
SCML1	IPR013761
SCML1	IPR001660
NDRG2	IPR030690
NDRG2	IPR004142
NDRG2	IPR029058
VPS4A	IPR003960
VPS4A	IPR003593
VPS4A	IPR015415
VPS4A	IPR003959
VPS4A	IPR007330
VPS4A	IPR027417
ATP1B4	IPR000402
PCDHB8	IPR002126
PCDHB8	IPR020894
PCDHB8	IPR015919
PCDHB8	IPR032455
PCDHB8	IPR013164
PCDHB10	IPR002126
PCDHB10	IPR020894
PCDHB10	IPR015919
PCDHB10	IPR032455
PCDHB10	IPR013164
PCDHGC3	IPR002126
PCDHGC3	IPR013164
PCDHGC3	IPR020894
PCDHGC3	IPR030728
PCDHGC3	IPR015919
PCDHGC3	IPR032455
PCDHGC3	IPR031904
PCDHGB4	IPR002126
PCDHGB4	IPR013164
PCDHGB4	IPR020894
PCDHGB4	IPR015919
PCDHGB4	IPR032455
PCDHGB4	IPR031904
PCDHA7	IPR002126
PCDHA7	IPR013164
PCDHA7	IPR020894
PCDHA7	IPR015919
PCDHA7	IPR032455
PCDHA7	IPR031904
PCDHA6	IPR002126
PCDHA6	IPR020894
PCDHA6	IPR015919
PCDHA6	IPR013164
PCDHA6	IPR031904
PCDHA4	IPR002126
PCDHA4	IPR020894
PCDHA4	IPR015919
PCDHA4	IPR013164
PCDHA4	IPR031904
PCDHA12	IPR002126
PCDHA12	IPR020894
PCDHA12	IPR015919
PCDHA12	IPR013164
PCDHA12	IPR031904
SLC6A14	IPR000175
SOX13	IPR029547
SOX13	IPR009071
G3BP2	IPR032710
G3BP2	IPR034377
G3BP2	IPR034376
G3BP2	IPR018222
G3BP2	IPR002075
G3BP2	IPR000504
GABRQ	IPR008101
GABRQ	IPR006202
GABRQ	IPR006201
GABRQ	IPR006028
GABRQ	IPR006029
GABRQ	IPR018000
ARHGAP26	IPR001452
ARHGAP26	IPR027267
ARHGAP26	IPR000198
ARHGAP26	IPR008936
ARHGAP26	IPR030061
ARHGAP26	IPR001849
ARHGAP26	IPR011993
POLI	IPR017961
POLI	IPR001126
POLI	IPR017061
NPIPA1	IPR009443
EDAR	IPR034052
EDAR	IPR011029
RPH3AL	IPR010911
RPH3AL	IPR011011
RPH3AL	IPR017455
RPH3AL	IPR030538
RPH3AL	IPR013083
STUB1	IPR003613
STUB1	IPR013026
STUB1	IPR019734
STUB1	IPR011990
STUB1	IPR013083
PACSIN2	IPR001452
PACSIN2	IPR031160
PACSIN2	IPR027267
PACSIN2	IPR001060
PACSIN2	IPR028521
MAGED2	IPR002190
MAGED2	IPR028810
TNFSF18	IPR008983
CDC14A	IPR016130
CDC14A	IPR000340
CDC14A	IPR029260
CDC14A	IPR026068
CDC14A	IPR003595
CDC14A	IPR029021
CDC14A	IPR000387
CDC14A	IPR020422
SNX7	IPR001683
SNX7	IPR028656
SNX6	IPR015404
SNX6	IPR027267
SNX6	IPR001683
SNX6	IPR028657
SNX6	IPR014637
CELA1	IPR033116
CELA1	IPR009003
CELA1	IPR001254
CELA1	IPR001314
CELA1	IPR018114
DUSP12	IPR024950
DUSP12	IPR000340
DUSP12	IPR029021
DUSP12	IPR013087
DUSP12	IPR016278
DUSP12	IPR000387
DUSP12	IPR020422
STX8	IPR000727
PLA2G2D	IPR033112
PLA2G2D	IPR033113
PLA2G2D	IPR016090
PLA2G2D	IPR001211
SSR3	IPR009779
ING4	IPR028651
ING4	IPR019787
ING4	IPR028647
ING4	IPR011011
ING4	IPR013083
ING4	IPR024610
ING4	IPR001965
ING4	IPR019786
PSMD13	IPR000717
PSMD13	IPR011991
GTF2A1L	IPR009088
GTF2A1L	IPR009083
GTF2A1L	IPR004855
FAF1	IPR001012
FAF1	IPR029071
FAF1	IPR006577
FAF1	IPR012336
FAF1	IPR033043
PROCR	IPR015669
PROCR	IPR011162
PROCR	IPR011161
ST3GAL5	IPR012163
ST3GAL5	IPR001675
PPIE	IPR034168
PPIE	IPR020892
PPIE	IPR016304
PPIE	IPR029000
PPIE	IPR024936
PPIE	IPR002130
PPIE	IPR000504
DIMT1	IPR020596
DIMT1	IPR011530
DIMT1	IPR001737
DIMT1	IPR029063
DIMT1	IPR020598
TIMELESS	IPR006906
TIMELESS	IPR007725
COPS3	IPR000717
COPS3	IPR011990
COPS3	IPR011991
RABL2B	IPR005225
RABL2B	IPR027417
RABL2B	IPR001806
CYP8B1	IPR030686
CYP8B1	IPR001128
CYP8B1	IPR024204
CYP8B1	IPR002403
GPR132	IPR017452
GPR132	IPR000276
GPR132	IPR005388
NOVA2	IPR004087
NOVA2	IPR004088
NOVA2	IPR033087
RPL26L1	IPR014722
RPL26L1	IPR005756
RPL26L1	IPR008991
RPL26L1	IPR005825
RPL26L1	IPR005824
WDR3	IPR020472
WDR3	IPR017986
WDR3	IPR001680
WDR3	IPR015943
WDR3	IPR019775
WDR3	IPR011042
WDR3	IPR007148
WDR3	IPR024977
KCNJ14	IPR016449
KCNJ14	IPR013518
KCNJ14	IPR014756
TTF2	IPR000330
TTF2	IPR001650
TTF2	IPR002464
TTF2	IPR014001
TTF2	IPR010666
TTF2	IPR027417
ZNF232	IPR013087
ZNF232	IPR008916
ZNF232	IPR003309
NSFL1C	IPR001012
NSFL1C	IPR009060
NSFL1C	IPR012989
NSFL1C	IPR029071
C19orf53	IPR019034
FZD1	IPR020067
FZD1	IPR017981
FZD1	IPR000539
FZD1	IPR015526
FZD1	IPR026548
TFR2	IPR007365
TFR2	IPR007484
TFR2	IPR003137
PLA2G4C	IPR002642
PLA2G4C	IPR016035
COG5	IPR019465
SLC12A4	IPR004842
SLC12A4	IPR018491
SLC12A4	IPR004841
SLC12A4	IPR000622
SLC12A4	IPR000076
BSN	IPR008899
BSN	IPR011011
BSN	IPR013083
BSN	IPR030627
GPR34	IPR017452
GPR34	IPR000276
SRPK3	IPR017441
SRPK3	IPR008271
SRPK3	IPR011009
SRPK3	IPR000719
PLAGL2	IPR013087
PLAGL2	IPR013083
PLAGL2	IPR027775
FLVCR2	IPR011701
FLVCR2	IPR020846
LHX6	IPR009057
LHX6	IPR017970
LHX6	IPR001356
LHX6	IPR001781
B9D1	IPR010796
MACF1	IPR002017
MACF1	IPR001101
MACF1	IPR018247
MACF1	IPR028408
MACF1	IPR001715
MACF1	IPR011992
MACF1	IPR001589
MACF1	IPR018159
MACF1	IPR002048
MACF1	IPR003108
CEP131	IPR030465
SCAF8	IPR006569
SCAF8	IPR000504
SCAF8	IPR008942
SCAF8	IPR006903
SCAF8	IPR034370
PPP6R1	IPR007587
PPP6R1	IPR016024
TRIM33	IPR001487
TRIM33	IPR001965
TRIM33	IPR019787
TRIM33	IPR019786
TRIM33	IPR017907
TRIM33	IPR011011
TRIM33	IPR003649
TRIM33	IPR013083
TRIM33	IPR000315
TRIM33	IPR027370
TRIM33	IPR001841
PHF8	IPR019787
PHF8	IPR019786
PHF8	IPR011011
PHF8	IPR013083
PHF8	IPR003347
PHF8	IPR001965
IQSEC3	IPR033742
IQSEC3	IPR000904
IQSEC3	IPR011993
IQSEC3	IPR000048
IQSEC3	IPR023394
KIAA1107	IPR027907
LIMCH1	IPR031865
LIMCH1	IPR001715
LIMCH1	IPR029980
LIMCH1	IPR001997
LIMCH1	IPR003096
LIMCH1	IPR001781
TRIM35	IPR003879
TRIM35	IPR006574
TRIM35	IPR003877
TRIM35	IPR013083
TRIM35	IPR000315
TRIM35	IPR013320
TRIM35	IPR001870
TRIM35	IPR001841
TRIM35	IPR017907
PDZRN3	IPR001478
PDZRN3	IPR001293
PDZRN3	IPR001841
PDZRN3	IPR013083
PDZRN3	IPR017907
PDZRN3	IPR008974
DOLK	IPR032974
TNRC6B	IPR019486
TNRC6B	IPR033500
TNRC6B	IPR034925
TNRC6B	IPR000504
TNRC6B	IPR011989
TNRC6B	IPR032226
PLCL2	IPR001711
PLCL2	IPR017946
PLCL2	IPR001849
PLCL2	IPR011993
PLCL2	IPR015359
PLCL2	IPR028383
PLCL2	IPR011992
PLCL2	IPR000008
PLCL2	IPR000909
PLCL2	IPR001192
SMG5	IPR018834
SMG5	IPR019458
SMG5	IPR011990
SMG5	IPR029060
SMG5	IPR002716
SLC8A2	IPR003644
SLC8A2	IPR032452
SLC8A2	IPR004837
SLC8A2	IPR004836
ZFR2	IPR013087
ZFR2	IPR006561
ZFR2	IPR003604
SETD1B	IPR001214
SETD1B	IPR024657
SETD1B	IPR000504
SETD1B	IPR003616
SETD1B	IPR034468
EXOC7	IPR016159
EXOC7	IPR004140
MAPK8IP3	IPR017986
MAPK8IP3	IPR032486
MAPK8IP3	IPR015943
MAPK8IP3	IPR019143
MAPK8IP3	IPR034744
MAPK8IP3	IPR034743
ZC3H4	IPR011989
ZC3H4	IPR000571
USP22	IPR001607
USP22	IPR018200
USP22	IPR013083
USP22	IPR001394
USP22	IPR028889
USP24	IPR028889
USP24	IPR009060
USP24	IPR029071
USP24	IPR018200
USP24	IPR001394
USP24	IPR015940
USP24	IPR033382
USP24	IPR016024
TBC1D2B	IPR000195
TBC1D2B	IPR001849
TBC1D2B	IPR011993
SAMD4A	IPR015327
